label
scCAT_HCT116_Batch2_20	HCT116
scCAT_HCT116_Batch2_21	HCT116
scCAT_HCT116_Batch2_22	HCT116
scCAT_HCT116_Batch2_23	HCT116
scCAT_HCT116_Batch2_24	HCT116
scCAT_HCT116_Batch2_25	HCT116
scCAT_HCT116_Batch2_26	HCT116
scCAT_HCT116_Batch2_27	HCT116
scCAT_HCT116_Batch2_28	HCT116
scCAT_HCT116_Batch2_29	HCT116
scCAT_HCT116_Batch2_30	HCT116
scCAT_HCT116_Batch2_31	HCT116
scCAT_HCT116_Batch2_32	HCT116
scCAT_HCT116_Batch2_33	HCT116
scCAT_HCT116_Batch2_34	HCT116
scCAT_HCT116_Batch2_35	HCT116
scCAT_HCT116_Batch2_36	HCT116
scCAT_HCT116_Batch2_37	HCT116
scCAT_HCT116_Batch2_38	HCT116
scCAT_HCT116_Batch2_39	HCT116
scCAT_HCT116_Batch2_40	HCT116
scCAT_HCT116_Batch2_41	HCT116
scCAT_HCT116_Batch2_42	HCT116
scCAT_HCT116_Batch2_43	HCT116
scCAT_HCT116_Batch2_44	HCT116
scCAT_HCT116_Batch2_45	HCT116
scCAT_HCT116_Batch2_46	HCT116
scCAT_HCT116_Batch2_47	HCT116
scCAT_HCT116_Batch2_48	HCT116
scCAT_HeLa.S3_Batch1_1	HeLa.S3
scCAT_HeLa.S3_Batch1_2	HeLa.S3
scCAT_HeLa.S3_Batch1_3	HeLa.S3
scCAT_HeLa.S3_Batch1_4	HeLa.S3
scCAT_HeLa.S3_Batch1_5	HeLa.S3
scCAT_HeLa.S3_Batch1_6	HeLa.S3
scCAT_HeLa.S3_Batch1_7	HeLa.S3
scCAT_HeLa.S3_Batch1_8	HeLa.S3
scCAT_HeLa.S3_Batch1_9	HeLa.S3
scCAT_HeLa.S3_Batch1_10	HeLa.S3
scCAT_HeLa.S3_Batch1_11	HeLa.S3
scCAT_HeLa.S3_Batch1_12	HeLa.S3
scCAT_HeLa.S3_Batch1_13	HeLa.S3
scCAT_HeLa.S3_Batch1_14	HeLa.S3
scCAT_HeLa.S3_Batch1_15	HeLa.S3
scCAT_HeLa.S3_Batch1_16	HeLa.S3
scCAT_HeLa.S3_Batch1_17	HeLa.S3
scCAT_HeLa.S3_Batch1_18	HeLa.S3
scCAT_HeLa.S3_Batch1_19	HeLa.S3
scCAT_HeLa.S3_Batch1_20	HeLa.S3
scCAT_HeLa.S3_Batch1_21	HeLa.S3
scCAT_HeLa.S3_Batch1_22	HeLa.S3
scCAT_HeLa.S3_Batch1_23	HeLa.S3
scCAT_HeLa.S3_Batch1_24	HeLa.S3
scCAT_HeLa.S3_Batch1_25	HeLa.S3
scCAT_HeLa.S3_Batch1_26	HeLa.S3
scCAT_HeLa.S3_Batch1_27	HeLa.S3
scCAT_HeLa.S3_Batch1_28	HeLa.S3
scCAT_HeLa.S3_Batch2_1	HeLa.S3
scCAT_HeLa.S3_Batch2_2	HeLa.S3
scCAT_HeLa.S3_Batch2_3	HeLa.S3
scCAT_HeLa.S3_Batch2_4	HeLa.S3
scCAT_HeLa.S3_Batch2_5	HeLa.S3
scCAT_HeLa.S3_Batch2_6	HeLa.S3
scCAT_HeLa.S3_Batch2_7	HeLa.S3
scCAT_HeLa.S3_Batch2_8	HeLa.S3
scCAT_HeLa.S3_Batch2_9	HeLa.S3
scCAT_HeLa.S3_Batch2_10	HeLa.S3
scCAT_HeLa.S3_Batch2_11	HeLa.S3
scCAT_HeLa.S3_Batch2_12	HeLa.S3
scCAT_HeLa.S3_Batch2_13	HeLa.S3
scCAT_HeLa.S3_Batch2_14	HeLa.S3
scCAT_K562_Batch1_1	K562
scCAT_K562_Batch1_2	K562
scCAT_K562_Batch1_3	K562
scCAT_K562_Batch1_4	K562
scCAT_K562_Batch1_5	K562
scCAT_K562_Batch1_6	K562
scCAT_K562_Batch1_7	K562
scCAT_K562_Batch1_8	K562
scCAT_K562_Batch1_9	K562
scCAT_K562_Batch1_10	K562
scCAT_K562_Batch1_11	K562
scCAT_K562_Batch1_12	K562
scCAT_K562_Batch1_13	K562
scCAT_K562_Batch1_14	K562
scCAT_K562_Batch1_15	K562
scCAT_K562_Batch1_16	K562
scCAT_K562_Batch1_17	K562
scCAT_K562_Batch1_18	K562
scCAT_K562_Batch1_19	K562
scCAT_K562_Batch1_20	K562
scCAT_K562_Batch2_1	K562
scCAT_K562_Batch2_2	K562
scCAT_K562_Batch2_3	K562
scCAT_K562_Batch2_4	K562
scCAT_K562_Batch2_5	K562
scCAT_K562_Batch2_6	K562
scCAT_K562_Batch2_7	K562
scCAT_K562_Batch2_8	K562
scCAT_K562_Batch2_9	K562
scCAT_K562_Batch2_10	K562
scCAT_K562_Batch2_11	K562
scCAT_K562_Batch2_12	K562
scCAT_K562_Batch2_13	K562
scCAT_K562_Batch2_14	K562
scCAT_K562_Batch2_15	K562
scCAT_K562_Batch2_16	K562
scCAT_K562_Batch2_17	K562
scCAT_K562_Batch2_18	K562
scCAT_K562_Batch2_19	K562
scCAT_K562_Batch2_20	K562
scCAT_K562_Batch2_21	K562
scCAT_K562_Batch2_22	K562
scCAT_K562_Batch2_23	K562
scCAT_K562_Batch2_24	K562
scCAT_K562_Batch2_25	K562
scCAT_K562_Batch2_26	K562
scCAT_K562_Batch2_27	K562
scCAT_K562_Batch2_28	K562
scCAT_K562_Batch2_29	K562
scCAT_K562_Batch2_30	K562
scCAT_K562_Batch2_31	K562
scCAT_K562_Batch2_32	K562
scCAT_K562_Batch2_33	K562
scCAT_K562_Batch2_34	K562
scCAT_K562_Batch2_35	K562
scCAT_K562_Batch2_36	K562
scCAT_K562_Batch2_37	K562
scCAT_K562_Batch2_38	K562
scCAT_K562_Batch2_39	K562
scCAT_K562_Batch2_40	K562
scCAT_K562_Batch2_41	K562
scCAT_K562_Batch2_42	K562
scCAT_K562_Batch2_43	K562
scCAT_K562_Batch2_44	K562
scCAT_K562_Batch2_45	K562
scCAT_K562_Batch2_46	K562
scCAT_K562_Batch2_47	K562
scCAT_K562_Batch2_48	K562
scCAT_K562_Batch2_49	K562
scCAT_K562_Batch2_50	K562
scCAT_K562_Batch2_51	K562
scCAT_K562_Batch2_52	K562
scCAT_K562_Batch2_53	K562
scCAT_K562_Batch2_54	K562
scCAT_PDX1_Batch1_1	PDX1
scCAT_PDX1_Batch1_2	PDX1
scCAT_PDX1_Batch1_3	PDX1
scCAT_PDX1_Batch1_4	PDX1
scCAT_PDX1_Batch1_5	PDX1
scCAT_PDX1_Batch1_6	PDX1
scCAT_PDX1_Batch1_7	PDX1
scCAT_PDX1_Batch1_8	PDX1
scCAT_PDX1_Batch1_9	PDX1
scCAT_PDX1_Batch1_10	PDX1
scCAT_PDX1_Batch1_11	PDX1
scCAT_PDX1_Batch1_12	PDX1
scCAT_PDX1_Batch1_13	PDX1
scCAT_PDX1_Batch1_14	PDX1
scCAT_PDX1_Batch1_15	PDX1
scCAT_PDX1_Batch1_16	PDX1
scCAT_PDX1_Batch1_17	PDX1
scCAT_PDX1_Batch1_18	PDX1
scCAT_PDX1_Batch1_19	PDX1
scCAT_PDX1_Batch1_20	PDX1
scCAT_PDX1_Batch1_21	PDX1
scCAT_PDX1_Batch1_22	PDX1
scCAT_PDX1_Batch1_23	PDX1
scCAT_PDX1_Batch1_24	PDX1
scCAT_PDX1_Batch1_25	PDX1
scCAT_PDX1_Batch1_26	PDX1
scCAT_PDX1_Batch1_27	PDX1
scCAT_PDX1_Batch1_28	PDX1
scCAT_PDX1_Batch1_29	PDX1
scCAT_PDX1_Batch1_30	PDX1
scCAT_PDX1_Batch1_31	PDX1
scCAT_PDX1_Batch1_32	PDX1
scCAT_PDX1_Batch1_33	PDX1
scCAT_PDX1_Batch1_34	PDX1
scCAT_PDX1_Batch1_35	PDX1
scCAT_PDX1_Batch1_36	PDX1
scCAT_PDX1_Batch1_37	PDX1
scCAT_PDX1_Batch1_38	PDX1
scCAT_PDX1_Batch1_39	PDX1
scCAT_PDX1_Batch1_40	PDX1
scCAT_PDX1_Batch1_41	PDX1
scCAT_PDX1_Batch2_1	PDX1
scCAT_PDX1_Batch2_2	PDX1
scCAT_PDX1_Batch2_3	PDX1
scCAT_PDX1_Batch2_4	PDX1
scCAT_PDX1_Batch2_5	PDX1
scCAT_PDX1_Batch2_6	PDX1
scCAT_PDX1_Batch2_7	PDX1
scCAT_PDX1_Batch2_8	PDX1
scCAT_PDX1_Batch2_9	PDX1
scCAT_PDX1_Batch2_10	PDX1
scCAT_PDX1_Batch2_11	PDX1
scCAT_PDX1_Batch2_12	PDX1
scCAT_PDX1_Batch2_13	PDX1
scCAT_PDX1_Batch2_14	PDX1
scCAT_PDX1_Batch2_15	PDX1
scCAT_PDX1_Batch2_16	PDX1
scCAT_PDX1_Batch2_17	PDX1
scCAT_PDX1_Batch2_18	PDX1
scCAT_PDX1_Batch2_19	PDX1
scCAT_PDX1_Batch2_20	PDX1
scCAT_PDX1_Batch2_21	PDX1
scCAT_PDX1_Batch2_22	PDX1
scCAT_PDX1_Batch2_23	PDX1
scCAT_PDX1_Batch2_24	PDX1
scCAT_PDX1_Batch2_25	PDX1
scCAT_PDX1_Batch2_26	PDX1
scCAT_PDX1_Batch2_27	PDX1
scCAT_PDX1_Batch2_28	PDX1
scCAT_PDX1_Batch2_29	PDX1
scCAT_PDX1_Batch2_30	PDX1
scCAT_PDX1_Batch2_31	PDX1
scCAT_PDX1_Batch2_32	PDX1
scCAT_PDX1_Batch2_33	PDX1
scCAT_PDX1_Batch2_34	PDX1
scCAT_PDX1_Batch2_35	PDX1
scCAT_PDX1_Batch2_36	PDX1
scCAT_PDX1_Batch2_37	PDX1
scCAT_PDX1_Batch2_38	PDX1
scCAT_PDX1_Batch2_39	PDX1
scCAT_PDX1_Batch2_40	PDX1
scCAT_PDX1_Batch2_41	PDX1
scCAT_PDX1_Batch3_1	PDX1
scCAT_PDX1_Batch3_2	PDX1
scCAT_PDX1_Batch3_3	PDX1
scCAT_PDX1_Batch3_4	PDX1
scCAT_PDX1_Batch3_5	PDX1
scCAT_PDX1_Batch3_6	PDX1
scCAT_PDX1_Batch3_7	PDX1
scCAT_PDX1_Batch3_8	PDX1
scCAT_PDX1_Batch3_9	PDX1
scCAT_PDX1_Batch3_10	PDX1
scCAT_PDX1_Batch3_11	PDX1
scCAT_PDX1_Batch3_12	PDX1
scCAT_PDX1_Batch3_13	PDX1
scCAT_PDX1_Batch3_14	PDX1
scCAT_PDX1_Batch3_15	PDX1
scCAT_PDX1_Batch3_16	PDX1
scCAT_PDX1_Batch3_17	PDX1
scCAT_PDX1_Batch3_18	PDX1
scCAT_PDX1_Batch3_19	PDX1
scCAT_PDX1_Batch3_20	PDX1
scCAT_PDX1_Batch3_21	PDX1
scCAT_PDX1_Batch3_22	PDX1
scCAT_PDX1_Batch3_23	PDX1
scCAT_PDX1_Batch3_24	PDX1
scCAT_PDX1_Batch3_25	PDX1
scCAT_PDX1_Batch3_26	PDX1
scCAT_PDX1_Batch3_27	PDX1
scCAT_PDX1_Batch3_28	PDX1
scCAT_PDX1_Batch3_29	PDX1
scCAT_PDX1_Batch3_30	PDX1
scCAT_PDX1_Batch3_31	PDX1
scCAT_PDX1_Batch3_32	PDX1
scCAT_PDX1_Batch3_33	PDX1
scCAT_PDX1_Batch3_34	PDX1
scCAT_PDX1_Batch3_35	PDX1
scCAT_PDX1_Batch3_36	PDX1
scCAT_PDX1_Batch3_37	PDX1
scCAT_PDX1_Batch3_38	PDX1
scCAT_PDX1_Batch3_39	PDX1
scCAT_PDX1_Batch3_40	PDX1
scCAT_PDX1_Batch3_41	PDX1
scCAT_PDX1_Batch3_42	PDX1
scCAT_PDX1_Batch3_43	PDX1
scCAT_PDX1_Batch3_44	PDX1
scCAT_PDX1_Batch3_45	PDX1
scCAT_PDX1_Batch3_46	PDX1
scCAT_PDX1_Batch3_47	PDX1
scCAT_PDX1_Batch3_48	PDX1
scCAT_PDX1_Batch3_49	PDX1
scCAT_PDX1_Batch3_50	PDX1
scCAT_PDX1_Batch3_51	PDX1
scCAT_PDX1_Batch3_52	PDX1
scCAT_PDX1_Batch4_1	PDX1
scCAT_PDX1_Batch4_2	PDX1
scCAT_PDX1_Batch4_3	PDX1
scCAT_PDX1_Batch4_4	PDX1
scCAT_PDX1_Batch4_5	PDX1
scCAT_PDX1_Batch4_6	PDX1
scCAT_PDX1_Batch4_7	PDX1
scCAT_PDX1_Batch4_8	PDX1
scCAT_PDX1_Batch4_9	PDX1
scCAT_PDX1_Batch4_10	PDX1
scCAT_PDX1_Batch4_11	PDX1
scCAT_PDX1_Batch4_12	PDX1
scCAT_PDX1_Batch4_13	PDX1
scCAT_PDX1_Batch4_14	PDX1
scCAT_PDX1_Batch4_15	PDX1
scCAT_PDX1_Batch4_16	PDX1
scCAT_PDX1_Batch4_17	PDX1
scCAT_PDX1_Batch4_18	PDX1
scCAT_PDX1_Batch4_19	PDX1
scCAT_PDX1_Batch4_20	PDX1
scCAT_PDX1_Batch4_21	PDX1
scCAT_PDX1_Batch4_22	PDX1
scCAT_PDX1_Batch4_23	PDX1
scCAT_PDX1_Batch4_24	PDX1
scCAT_PDX1_Batch4_25	PDX1
scCAT_PDX1_Batch4_26	PDX1
scCAT_PDX1_Batch4_27	PDX1
scCAT_PDX1_Batch4_28	PDX1
scCAT_PDX1_Batch4_29	PDX1
scCAT_PDX1_Batch4_30	PDX1
scCAT_PDX1_Batch4_31	PDX1
scCAT_PDX1_Batch4_32	PDX1
scCAT_PDX1_Batch4_33	PDX1
scCAT_PDX1_Batch4_34	PDX1
scCAT_PDX1_Batch4_35	PDX1
scCAT_PDX1_Batch4_36	PDX1
scCAT_PDX1_Batch4_37	PDX1
scCAT_PDX1_Batch4_38	PDX1
scCAT_PDX1_Batch4_39	PDX1
scCAT_PDX1_Batch4_40	PDX1
scCAT_PDX1_Batch4_41	PDX1
scCAT_PDX1_Batch4_42	PDX1
scCAT_PDX2_Batch1_1	PDX2
scCAT_PDX2_Batch1_2	PDX2
scCAT_PDX2_Batch1_3	PDX2
scCAT_PDX2_Batch1_4	PDX2
scCAT_PDX2_Batch1_5	PDX2
scCAT_PDX2_Batch1_6	PDX2
scCAT_PDX2_Batch1_7	PDX2
scCAT_PDX2_Batch1_8	PDX2
scCAT_PDX2_Batch1_9	PDX2
scCAT_PDX2_Batch1_10	PDX2
scCAT_PDX2_Batch1_11	PDX2
scCAT_PDX2_Batch1_12	PDX2
scCAT_PDX2_Batch1_13	PDX2
scCAT_PDX2_Batch1_14	PDX2
scCAT_PDX2_Batch1_15	PDX2
scCAT_PDX2_Batch1_16	PDX2
scCAT_PDX2_Batch1_17	PDX2
scCAT_PDX2_Batch1_18	PDX2
scCAT_PDX2_Batch1_19	PDX2
scCAT_PDX2_Batch1_20	PDX2
scCAT_PDX2_Batch1_21	PDX2
scCAT_PDX2_Batch1_22	PDX2
scCAT_PDX2_Batch1_23	PDX2
scCAT_PDX2_Batch1_24	PDX2
scCAT_PDX2_Batch1_25	PDX2
scCAT_PDX2_Batch1_26	PDX2
scCAT_PDX2_Batch1_27	PDX2
scCAT_PDX2_Batch1_28	PDX2
scCAT_PDX2_Batch1_29	PDX2
scCAT_PDX2_Batch1_30	PDX2
scCAT_PDX2_Batch1_31	PDX2
scCAT_PDX2_Batch1_32	PDX2
scCAT_PDX2_Batch1_33	PDX2
scCAT_PDX2_Batch1_34	PDX2
scCAT_PDX2_Batch1_35	PDX2
scCAT_PDX2_Batch1_36	PDX2
scCAT_PDX2_Batch1_37	PDX2
scCAT_PDX2_Batch1_38	PDX2
scCAT_PDX2_Batch1_39	PDX2
scCAT_PDX2_Batch1_40	PDX2
scCAT_PDX2_Batch1_41	PDX2
scCAT_PDX2_Batch1_42	PDX2
scCAT_PDX2_Batch1_43	PDX2
scCAT_PDX2_Batch1_44	PDX2
scCAT_PDX2_Batch1_45	PDX2
scCAT_PDX2_Batch2_1	PDX2
scCAT_PDX2_Batch2_2	PDX2
scCAT_PDX2_Batch2_3	PDX2
scCAT_PDX2_Batch2_4	PDX2
scCAT_PDX2_Batch2_5	PDX2
scCAT_PDX2_Batch2_6	PDX2
scCAT_PDX2_Batch2_7	PDX2
scCAT_PDX2_Batch2_8	PDX2
scCAT_PDX2_Batch2_9	PDX2
scCAT_PDX2_Batch2_10	PDX2
scCAT_PDX2_Batch2_11	PDX2
scCAT_PDX2_Batch2_12	PDX2
scCAT_PDX2_Batch2_13	PDX2
scCAT_PDX2_Batch2_14	PDX2
scCAT_PDX2_Batch2_15	PDX2
scCAT_PDX2_Batch2_16	PDX2
scCAT_PDX2_Batch2_17	PDX2
scCAT_PDX2_Batch2_18	PDX2
scCAT_PDX2_Batch2_19	PDX2
scCAT_PDX2_Batch2_20	PDX2
scCAT_PDX2_Batch2_21	PDX2
scCAT_PDX2_Batch2_22	PDX2
scCAT_PDX2_Batch2_23	PDX2
scCAT_PDX2_Batch2_24	PDX2
scCAT_PDX2_Batch2_25	PDX2
scCAT_PDX2_Batch2_26	PDX2
scCAT_PDX2_Batch2_27	PDX2
scCAT_PDX2_Batch2_28	PDX2
scCAT_PDX2_Batch2_29	PDX2
scCAT_PDX2_Batch2_30	PDX2
scCAT_PDX2_Batch2_31	PDX2
scCAT_PDX2_Batch2_32	PDX2
scCAT_PDX2_Batch2_33	PDX2
scCAT_PDX2_Batch2_34	PDX2
scCAT_PDX2_Batch2_35	PDX2
scCAT_PDX2_Batch2_36	PDX2
scCAT_PDX2_Batch2_37	PDX2
scCAT_PDX2_Batch2_38	PDX2
scCAT_PDX2_Batch2_39	PDX2
scCAT_PDX2_Batch2_40	PDX2
scCAT_PDX2_Batch2_41	PDX2
scCAT_PDX2_Batch2_42	PDX2
scCAT_PDX2_Batch2_43	PDX2
scCAT_PDX2_Batch3_1	PDX2
scCAT_PDX2_Batch3_2	PDX2
scCAT_PDX2_Batch3_3	PDX2
scCAT_PDX2_Batch3_4	PDX2
scCAT_PDX2_Batch3_5	PDX2
scCAT_PDX2_Batch3_6	PDX2
scCAT_PDX2_Batch3_7	PDX2
scCAT_PDX2_Batch3_8	PDX2
scCAT_PDX2_Batch3_9	PDX2
scCAT_PDX2_Batch3_10	PDX2
scCAT_PDX2_Batch3_11	PDX2
scCAT_PDX2_Batch3_12	PDX2
scCAT_PDX2_Batch3_13	PDX2
scCAT_PDX2_Batch3_14	PDX2
scCAT_PDX2_Batch3_15	PDX2
scCAT_PDX2_Batch3_16	PDX2
scCAT_PDX2_Batch3_17	PDX2
scCAT_PDX2_Batch3_18	PDX2
scCAT_PDX2_Batch3_19	PDX2
scCAT_PDX2_Batch3_20	PDX2
scCAT_PDX2_Batch3_21	PDX2
scCAT_PDX2_Batch3_22	PDX2
scCAT_PDX2_Batch3_23	PDX2
scCAT_PDX2_Batch3_24	PDX2
scCAT_PDX2_Batch3_25	PDX2
scCAT_PDX2_Batch3_26	PDX2
scCAT_PDX2_Batch3_27	PDX2
scCAT_PDX2_Batch3_28	PDX2
scCAT_PDX2_Batch3_29	PDX2
scCAT_PDX2_Batch3_30	PDX2
scCAT_PDX2_Batch3_31	PDX2
scCAT_PDX2_Batch3_32	PDX2
scCAT_PDX2_Batch3_33	PDX2
scCAT_PDX2_Batch3_34	PDX2
scCAT_PDX2_Batch3_35	PDX2
scCAT_PDX2_Batch3_36	PDX2
scCAT_PDX2_Batch3_37	PDX2
scCAT_PDX2_Batch3_38	PDX2
scCAT_PDX2_Batch3_39	PDX2
scCAT_PDX2_Batch3_40	PDX2
scCAT_PDX2_Batch3_41	PDX2
scCAT_PDX2_Batch4_1	PDX2
scCAT_PDX2_Batch4_2	PDX2
scCAT_PDX2_Batch4_3	PDX2
scCAT_PDX2_Batch4_4	PDX2
scCAT_PDX2_Batch4_5	PDX2
scCAT_PDX2_Batch4_6	PDX2
scCAT_PDX2_Batch4_7	PDX2
scCAT_PDX2_Batch4_8	PDX2
scCAT_PDX2_Batch4_9	PDX2
scCAT_PDX2_Batch4_10	PDX2
scCAT_PDX2_Batch4_11	PDX2
scCAT_PDX2_Batch4_12	PDX2
scCAT_PDX2_Batch4_13	PDX2
scCAT_PDX2_Batch4_14	PDX2
scCAT_PDX2_Batch4_15	PDX2
scCAT_PDX2_Batch4_16	PDX2
scCAT_PDX2_Batch4_17	PDX2
scCAT_PDX2_Batch4_18	PDX2
scCAT_PDX2_Batch4_19	PDX2
scCAT_PDX2_Batch4_20	PDX2
scCAT_PDX2_Batch4_21	PDX2
scCAT_PDX2_Batch4_22	PDX2
scCAT_PDX2_Batch4_23	PDX2
scCAT_PDX2_Batch4_24	PDX2
scCAT_PDX2_Batch4_25	PDX2
scCAT_PDX2_Batch4_26	PDX2
scCAT_PDX2_Batch4_27	PDX2
scCAT_PDX2_Batch4_28	PDX2
scCAT_PDX2_Batch4_29	PDX2
scCAT_PDX2_Batch4_30	PDX2
scCAT_PDX2_Batch4_31	PDX2
scCAT_PDX2_Batch4_32	PDX2
scCAT_PDX2_Batch4_33	PDX2
scCAT_PDX2_Batch4_34	PDX2
scCAT_PDX2_Batch4_35	PDX2
scCAT_PDX2_Batch4_36	PDX2
scCAT_PDX2_Batch4_37	PDX2
scCAT_PDX2_Batch4_38	PDX2
